Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,205080.23000000464,1609
5844ad77-f653-3c2b-b7dd-e97576ab3b03,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,4132837651,100951.4500000018,791
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,39522.96000000015,314
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,121952.86000000237,963
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,238067.07000000548,1915
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,23765.439999999977,191
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,189477.36000000435,1512
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,182735.28000000413,1479
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,192344.8500000041,1532
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,55280.48000000058,444
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,209574.92000000455,1663
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,160313.3800000034,1278
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,190924.30000000424,1524
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,113118.28000000215,891
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,299341.2099999988,2343
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,591758.3099999698,4739
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,67938.16000000092,530
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,1266387.919999945,10277
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,211486.3800000047,1689
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,37198.08000000009,297
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,210789.03000000477,1663
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,44740.97000000029,367
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,152640.94000000274,1222
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,363921.209999986,2845
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,7362.119999999994,59
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,57217.88000000063,448
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,214792.93000000462,1703
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,128333.34000000256,1007
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,195496.57000000434,1540
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,202134.95000000476,1622
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,276764.03000000323,2208
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,194618.09000000433,1554
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,261006.48000000606,2050
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,66388.24000000088,518
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,211589.9000000048,1673
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,30352.59999999997,243
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,75816.92000000113,608
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,287613.410000001,2264
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,247315.55000000575,1938
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,964773.5300000653,7709
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,118517.21000000229,942
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,133318.94000000268,1063
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,185266.7500000034,1594
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,202910.15000000416,1598
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,36681.38000000007,288
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,28621.849999999973,225
161a799c-4894-36f6-8ca7-2a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9782493511,54763.840000000564,439
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,36552.28000000007,290
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,47608.37000000037,371
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,198027.86000000456,1633
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,28027.719999999972,222
05462bf2-25d4-3ecd-afdf-bb3e1140929a,Causeway OPC,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,800-865-3384,129.16,1
c1c0c43e-ca87-3ee5-9549-be3f28afde81,Greenfield Outpatient Clinic,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,413-773-8428 Or 413-773-8428,77.49,1
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Haverhill Community Based Outpatient Clinic (CBOC),108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,800-838-6331,129.16,2
ed146054-9dd5-3f0b-83df-d29d983039c3,Hyannis Outpatient Clinic,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,508-771-3190,77.49,1
3490b118-b33a-38e3-b763-f6f8f0039d6b,Lowell Outpatient Clinic,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,800-865-3384,4003.959999999998,31
de7eebed-6d89-3e62-b8d3-59d80c664399,Pittsfield Outpatient Clinic,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,413-499-2672 Or 413-499-2672,4003.959999999998,31
cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Plymouth Outreach Clinic,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,800-865-3384,129.16,1
d311e70d-86e7-3c03-b115-53892bcf7ef1,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,508-856-0104 Or 508-856-0104,645.8,7
3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,508-580-2730 Or 508-580-2730,7827.089999999994,61
5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Lowell Vet Center,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,978-453-1151,77.49,2
3a2242e0-de37-303b-bdfc-e160c7eae518,Worcester Vet Center,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,508-753-7902,387.48,5
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,508-481-5519,12399.35999999999,96
b7dc82e4-3595-391b-a897-495dd7e5cf38,PCP103,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,978-631-9010,4391.439999999998,34
79e14b44-8026-3599-b8ac-14813879825e,PCP297,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,508-429-1905,8912.039999999994,69
6725cc67-119b-38a5-9fc8-c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,508-829-9955,2066.5600000000004,16
c71b657c-58b7-33bf-8637-c0e102faf337,PCP895,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,617-564-0656,6716.319999999995,52
bc1469ec-a5f4-3102-93c6-8f7a991fb161,PCP928,1842 BEACON ST,BROOKLINE,MA,02445-1900,42.323853,-71.142003,781-690-1317,3874.7999999999984,30
8cc53527-a986-359d-9c23-ad6325458765,PCP1243,194 REAR MAIN ST,AMESBURY,MA,01913-3609,42.851284,-70.955837,978-834-0120,6974.639999999995,54
3efb354f-8c7e-3efe-8660-e2eb0fd6a3c5,PCP1345,38 VANDERBILT AVE,NORWOOD,MA,02062-5006,42.187364,-71.195971,781-769-9955,3874.7999999999984,30
dd1f04b3-54cd-3ff0-96e3-a9aec2078301,PCP1444,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,978-346-4450,11236.919999999991,87
b0bc9a3f-9875-3126-913f-1e1c1a01eb16,PCP1470,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,978-984-5748,7232.959999999995,56
4222a451-49b1-3520-b7d0-df9dc2caa033,PCP1530,48 N PLEASANT ST,AMHERST,MA,01002-1738,42.363534,-72.50729100000001,413-256-6211,11495.23999999999,89
198b7252-7aa4-378a-85b2-76396dd852f9,PCP1621,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,470-152-47843,7103.799999999995,55
93ce4cf6-c9bc-31e7-8e7f-b3a7dcae50f5,PCP1813,56 N MAIN ST,FALL RIVER,MA,02720-2132,41.725351,-71.094162,508-676-8861,1033.28,8
1dc3e5ea-c4e5-3921-8091-f93f95e6b114,PCP1847,54 NONSET PATH,ACTON,MA,01720-4720,42.483953,-71.43849499999999,978-413-9445,645.8,5
9f65cabf-9d9f-320d-8856-2f0834875bd7,PCP1878,166 ATLANTIC AVE,MARBLEHEAD,MA,01945-2911,42.495629,-70.83582,781-631-2182,3228.999999999999,25
0b829ba7-406d-3339-b330-1e995b1d72a0,PCP2044,150 MARKET ST,LYNN,MA,01901-1529,42.474862,-70.96218499999999,781-592-6100,7232.959999999995,56
b81e45f5-1cbe-3464-bcea-2ced466c7213,PCP2164,1419 BEACON ST,BROOKLINE,MA,02446-4808,42.323853,-71.142003,617-834-2092,3874.7999999999984,30
b6fe1d9f-de1d-32f9-a76d-ccd6fa82e3e0,DIAGNOSTIC ULTRASOUND ASSOCIATES  PC,1 BROOKLINE PL,BROOKLINE,MA,02445-7277,42.323853,-71.142003,617-739-0245,8653.719999999994,67
13565c20-feac-36cb-ab5c-cef3e6a7dd8f,PCP2306,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,617-855-2683,5295.559999999997,41
223c28bc-a680-32b8-a654-3c07a81e3cea,PCP2613,6 COURTHOUSE LN,CHELMSFORD,MA,01824-1725,42.597055,-71.3697,978-866-1435,3616.4799999999987,28
3a6ab768-ec36-3147-a065-fe9b90362596,BURLINGTON VISION ASSOCIATES INC,385 CAMBRIDGE ST,BURLINGTON,MA,01803-1944,42.503227,-71.201713,781-272-9365,4133.119999999998,32
518271fa-2372-3b99-9b3f-a9ccc3cfc33b,PCP2704,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,508-473-12005,4520.599999999998,35
bc938b40-d8f2-3c87-877a-26071a128971,PCP3014,110 HOLTSHIRE RD,ORANGE,MA,01364-9736,42.605437,-72.292074,978-544-6699,5424.719999999997,42
414083bc-a154-3b45-bfbf-397a568e2362,MALCOLM AND MARTIN GREENE OD PARTNERS,31 SPRING ST,WATERTOWN,MA,02472-3473,42.369451,-71.177925,617-924-3343,3874.7999999999984,30
f64a8254-152a-394c-aa57-4a7e88ce99af,PCP3554,450 W RIVER ST,ORANGE,MA,01364-1443,42.605437,-72.292074,978-544-1556,6457.999999999995,50
129f29ed-9183-311f-a596-9c762d8cb08c,PCP3741,655 BOSTON RD,BILLERICA,MA,01821-5338,42.559673,-71.260947,978-670-2706,9945.319999999992,77
36f3b4f2-9e17-3b2b-b080-eab3c7fda7fb,PCP3763,53 CHESTNUT ST,SOUTH DARTMOUTH,MA,02748-3524,41.661303,-70.937913,617-999-7858,2712.3599999999997,21
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,978-425-6666,12786.83999999999,99
1b16712e-c42b-38cc-8f9c-06c60aee8f4a,PCP3958,26 WAMPUM DR,BREWER,MA,02631-1311,41.760932,-70.070392,508-896-4499,8653.719999999994,67
20a2afdf-7859-3515-ab4e-539ec8bc5f44,PCP4064,369 TAPPAN ST,BROOKLINE,MA,02445-5370,42.323853,-71.142003,617-734-8459,3874.7999999999984,30
ff6a07d9-8101-3861-8d58-2bd44631f20c,PCP4329,450 PEARL ST,STOUGHTON,MA,02072-1617,42.119006,-71.10365,781-344-0057,9428.679999999993,73
829380ee-2794-3710-a790-d547b74c9d3d,PCP4431,250 HAMPTON ST,AUBURN,MA,01501-2584,42.198708,-71.846006,508-832-4101,7878.759999999994,61
2e6dae6e-d21b-3c65-91f9-9ab0b8ef4268,PCP4478,175 DWIGHT RD,LONGMEADOW,MA,01106-1576,42.047565000000006,-72.57113000000001,413-567-7111,5295.559999999997,41
bffef3f6-1fc7-3881-be74-0678fbe77b5b,PCP4576,30 COURT ST,WESTFIELD,MA,01085-3587,42.138838,-72.755911,413-562-8045,5295.559999999997,41
6ae741a1-f01a-398e-86f6-ec5fb6c32f14,PCP4675,20 TREMONT ST,DUXBURY,MA,02332-5315,42.044307,-70.70604499999999,781-934-0953,3228.999999999999,25
98b63415-bc21-3f43-b5ad-b78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.021617,-71.026717,508-587-2858,2324.88,18
088678d4-c735-3fa9-a22c-40272e071498,PCP4830,531 KING ST,LITTLETON,MA,01460-1279,42.535931,-71.490569,781-718-1916,4133.119999999998,32
b7b40287-83bb-396b-a2c6-eb74e3265d4e,PCP4961,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-396-7573,10849.439999999991,84
e73f5da9-599e-3c0d-976f-ee2e4421f347,PCP5128,1176 MEMORIAL DR B,CHICOPEE,MA,01020-3958,42.175668,-72.572257,413-593-3101,6457.999999999995,50
ab6f0d30-8a66-30ae-9c40-083ee389abb2,PCP5572,117 LAKE AVE,NEWTON CENTRE,MA,02459-2136,42.331876,-71.208402,617-527-6827,3099.8399999999992,24
6fca7f82-5436-395c-b7d5-df9438fb4b2e,PCP5655,923 ROUTE 6A T,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,508-362-5080,1033.28,8
c927f41c-0e3e-3997-bed8-bd53534de138,PCP5684,1 CENTRAL ST,STONEHAM,MA,02180-2023,42.474208000000004,-71.097665,781-662-5118,6199.679999999996,48
bb676eba-62c7-3990-ae0b-a08cef3d2af7,PCP5709,3 MARKET XING,PLYMOUTH,MA,02360-7735,41.897892,-70.62403,617-869-3740,3874.7999999999984,30
56dbf306-b14b-3649-8f40-76064ddba6bf,PCP5984,2 S BRIDGE DR,AGAWAM,MA,01001-2000,42.064731,-72.653477,413-789-7455,7103.799999999995,55
5941168c-abcf-3a5c-8281-019d64bcd548,PCP6036,195 RUSSELL ST,HADLEY,MA,01035-9552,42.356491,-72.568632,413-695-3707,3874.7999999999984,30
3bb806d8-ae0d-37d4-af59-96efcc928ea3,PCP6043,213 WASHINGTON ST,GROVELAND,MA,01834-1008,42.7539,-71.015935,978-886-1423,6845.479999999995,53
ddd639be-74fd-3f52-8f40-04e2a4457ca3,PCP6114,440 HUMPHREY ST,SWAMPSCOTT,MA,01907-2544,42.468059000000004,-70.89126,781-598-6680,1033.28,8
88d1ec67-f7f3-3795-895f-53814631398b,PCP6620,50 JEFFERSON ST,WINTHROP,MA,02152-2649,42.375541,-70.970646,617-846-1734,8007.919999999994,62
bf298470-c36c-3a2f-94ef-189c3234d071,PCP6664,5 MARKET SQ,AMESBURY,MA,01913-2440,42.851284,-70.955837,978-721-8434,9170.359999999993,71
e9a3d0b3-e44a-3b9e-9540-5dd9bfaeee78,PCP6815,233 HARVARD ST,BROOKLINE,MA,02446-5017,42.323853,-71.142003,617-513-6254,4391.439999999998,34
90573b15-fed6-3a0e-8211-52d55875e576,PCP7008,203 TURNPIKE RD,NORTH ANDOVER,MA,01845-5042,42.673909,-71.091334,603-505-0465,8782.879999999994,68
28296513-2591-3a92-82cf-2697f7e44ecc,PCP7021,2 DUNDEE PARK DR,ANDOVER,MA,01810-3735,42.648044,-71.161751,978-247-8958,11753.55999999999,91
6bb5049f-7008-3a0a-b8b7-03d0c5bb0686,PCP7095,872 MASSACHUSETTS,CAMBRIDGE,MA,02139-3072,42.376043,-71.11868,617-448-9916,11753.55999999999,91
e43fd7ef-4ec5-3f03-a270-c36158d48829,PCP7127,100 GROVE ST,WORCESTER,MA,01605-2647,42.269478,-71.807783,978-618-5807,12915.999999999989,100
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,10720.279999999992,83
94577927-3283-3f8a-b231-016499899908,PCP7544,35 HAWES ST,NO DARTMOUTH,MA,02747-1929,41.646686,-70.999158,508-993-1651,4908.079999999997,38
145bc458-bc08-3e06-b74e-36f5c3177040,PCP8232,25 MAIN ST,FOXBORO,MA,02035-1808,42.064024,-71.248401,508-543-0764,7620.439999999994,59
a0123c36-2436-3609-a5eb-3c3857ed711d,PCP8367,12 CORSER ST,HOLYOKE,MA,01040-2275,42.211656,-72.642448,413-887-7827,6845.479999999995,53
5f3e3a85-0461-3b77-9505-f57767d24412,PCP8369,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,508-813-0981,8782.879999999994,68
c2ecccb0-f9c0-36ca-bc8f-78710b04149f,PCP8372,20 TREMONT ST,DUXBURY,MA,02332-5315,42.044307,-70.70604499999999,617-645-0973,9299.519999999993,72
6ffe62de-5d90-3cc7-be16-643a7496c817,PCP8458,601 AMHERST RD,SUNDERLAND,MA,01375-9466,42.466691,-72.546751,413-665-3336,3487.319999999999,27
b7193d22-70e3-3b85-954e-daf55eee1cbe,PCP8495,113 GREENLAWN AVE,NEWTON,MA,02459-1712,42.331876,-71.208402,617-965-5980,8007.919999999994,62
d01fb520-993d-306a-beb2-607e18c95517,PCP8522,4 ELM ST,KINGSTON,MA,02364-1906,41.987196000000004,-70.74194200000001,781-936-8068,3358.159999999999,26
27025636-b4ec-3b49-91df-baf82448b511,PRO REHAB INC PC,227 CHELMSFORD ST,CHELMSFORD,MA,01824-2305,42.597055,-71.3697,978-256-3300,10461.959999999992,81
c12232b7-32f4-38f0-9181-7aac661a2fea,PCP8626,600 WORCESTER RD,FRAMINGHAM,MA,01702-5303,42.307905,-71.436196,508-788-0124,5941.359999999996,46
647cdf69-624c-3829-a6fe-7e291931d745,PCP8897,115 MILL ST,BELMONT,MA,02478-1064,42.395317,-71.180284,617-855-3129,9299.519999999993,72
5fc417e6-12d6-339a-8db0-173fadf98c86,PCP8913,1311 BEDFORD ST,FALL RIVER,MA,02723-2637,41.725351,-71.094162,508-567-1477,4778.919999999997,37
fcae3c44-95b9-3a38-ba85-2f0385345e27,PCP9004,176 OLD COUNTY RD,WESTPORT,MA,02790-1172,41.579794,-71.081822,508-636-0703,10074.479999999992,78
32836213-4ac7-3021-aad8-6383f3ced351,PCP9022,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,508-839-3616,8266.239999999994,64
8d8a2e7a-9572-3556-adc2-0cb1479f071f,PCP9301,240 CONCORD AVE,CAMBRIDGE,MA,02138-1337,42.376043,-71.11868,617-497-9267,4908.079999999997,38
d3e3c112-3172-3b43-98df-018268eaeae3,PCP9408,221 WASHINGTON ST,GLOUCESTER,MA,01930-2642,42.62885,-70.685875,978-281-5225,6974.639999999995,54
